age,pages,first_item_prize,gender,ReBuy,News_click,country,revenue
4744,42.0,7.0,28.0,Fem,True,4.0,South Africa,215.0
2078,35.0,4.0,22.0,Fem,False,0.0,Mexico,53.0
5219,36.0,4.0,44.0,Fem,False,3.0,Spain,89.0
396,35.0,3.0,42.0,Fem,False,0.0,India,52.0
2788,36.0,7.0,22.0,Fem,False,2.0,Ethiopia,95.0
8877,29.0,9.0,22.0,Fem,False,1.0,Afghanistan,78.0
8638,41.0,3.0,28.0,Fem,False,2.0,Nepal,105.0
4072,28.0,2.0,22.0,Fem,False,7.0,United Kingdom,194.0
5574,28.0,4.0,10.0,Fem,True,9.0,Ukraine,59.0
8369,48.0,7.0,22.0,Fem,False,1.0,Saudi Arabia,70.0
9507,31.0,5.0,22.0,Masc,False,7.0,Mozambique,271.0
5355,29.0,8.0,42.0,Masc,False,3.0,Spain,83.0
7233,49.0,4.0,42.0,Fem,False,7.0,Iraq,119.0
9483,30.0,7.0,15.5,Fem,True,9.0,Mozambique,206.0
6820,37.0,9.0,22.0,Fem,False,9.0,Uganda,139.0
1519,37.0,7.0,42.0,Fem,False,3.0,Bangladesh,46.0
8196,41.0,7.0,28.0,Fem,True,4.0,Malaysia,158.0
1378,51.0,4.0,42.0,Fem,False,6.0,Nigeria,82.0
5672,50.0,6.0,22.0,Fem,False,7.0,Tanzania,92.0
1023,26.0,5.0,28.0,Fem,False,3.0,Pakistan,98.0
2587,43.0,2.0,15.5,Fem,True,3.0,Vietnam,22.0
7042,41.0,5.0,42.0,Fem,True,6.0,Canada,97.0
5621,49.0,3.0,28.0,Fem,True,6.0,Tanzania,176.0
7637,31.0,7.0,42.0,Fem,False,4.0,Peru,145.0
5008,31.0,6.0,10.0,Fem,False,4.0,Colombia,76.0
2857,23.0,6.0,42.0,Masc,True,7.0,Egypt,149.0
8254,45.0,3.0,42.0,Fem,True,4.0,Saudi Arabia,219.0
5771,44.0,3.0,22.0,Fem,False,1.0,Tanzania,51.0
5842,34.0,6.0,10.0,Masc,True,6.0,Kenya,54.0
8027,53.0,5.0,42.0,Masc,False,6.0,Malaysia,212.0
5832,37.0,5.0,15.5,Fem,True,7.0,Kenya,72.0
1629,52.0,5.0,42.0,Fem,True,4.0,Russia,185.0
4888,43.0,6.0,15.5,Masc,True,9.0,South Korea,213.0
4526,41.0,5.0,44.0,Fem,False,5.0,Burma,92.0
3523,54.0,3.0,10.0,Fem,True,5.0,Turkey,168.0
5904,32.0,9.0,15.5,Fem,False,4.0,Kenya,46.0
7781,28.0,9.0,22.0,Fem,True,4.0,Peru,123.0
3607,31.0,6.0,28.0,Fem,False,4.0,Thailand,258.0
9418,42.0,5.0,57.0,Fem,False,4.0,Mozambique,97.0
5220,35.0,5.0,57.0,Masc,True,9.0,Spain,240.0
234,41.0,3.0,42.0,Fem,False,7.0,India,74.0
7755,27.0,8.0,10.0,Fem,False,2.0,Peru,42.0
3796,50.0,8.0,44.0,Masc,True,6.0,Thailand,101.0
4118,21.0,3.0,15.5,Masc,True,2.0,United Kingdom,84.0
6318,34.0,6.0,42.0,Fem,False,4.0,Algeria,175.0
5001,47.0,6.0,28.0,Masc,True,2.0,Colombia,113.0
3800,52.0,6.0,15.5,Fem,False,4.0,France,215.0
7809,35.0,6.0,22.0,Fem,False,7.0,Uzbekistan,52.0
3899,41.0,5.0,42.0,Masc,False,5.0,France,218.0
5024,31.0,7.0,28.0,Fem,False,3.0,Colombia,42.0
1948,46.0,3.0,44.0,Masc,False,9.0,Japan,290.0
6361,32.0,9.0,42.0,Fem,False,0.0,Algeria,61.0
470,41.0,5.0,28.0,Masc,False,2.0,United States,162.0
9944,39.0,8.0,57.0,Masc,True,1.0,Taiwan,102.0
3492,51.0,6.0,42.0,Masc,True,1.0,Turkey,48.0
6091,34.0,9.0,10.0,Fem,False,10.0,Argentina,133.0
2671,38.0,6.0,57.0,Masc,True,3.0,Ethiopia,96.0
9800,41.0,8.0,15.5,Fem,True,3.0,Taiwan,97.0
2224,52.0,6.0,28.0,Fem,True,0.0,Philippines,16.0
1106,35.0,9.0,15.5,Fem,False,2.0,Pakistan,26.0
2188,36.0,3.0,44.0,Fem,False,3.0,Mexico,42.0
818,46.0,5.0,42.0,Fem,False,5.0,Brazil,183.0
5571,36.0,4.0,28.0,Fem,False,7.0,Ukraine,129.0
4523,41.0,6.0,22.0,Masc,False,9.0,Burma,126.0
5793,37.0,7.0,22.0,Masc,False,2.0,Tanzania,37.0
9381,33.0,4.0,15.5,Masc,False,1.0,Ghana,14.0
8780,28.0,4.0,22.0,Fem,False,4.0,Nepal,124.0
7459,22.0,8.0,28.0,Fem,False,4.0,Morocco,88.0
2624,32.0,6.0,57.0,Masc,True,3.0,Ethiopia,94.0
7094,47.0,5.0,28.0,Masc,False,5.0,Canada,165.0
9392,41.0,6.0,28.0,Fem,False,1.0,Ghana,74.0
9916,26.0,5.0,44.0,Fem,False,1.0,Taiwan,93.0
9119,40.0,2.0,10.0,Fem,True,3.0,Yemen,14.0
888,58.0,3.0,15.5,Fem,False,0.0,Brazil,56.0
2437,24.0,6.0,15.5,Fem,False,9.0,Vietnam,65.0
6056,26.0,7.0,57.0,Fem,False,1.0,Argentina,59.0
7064,47.0,7.0,10.0,Masc,False,2.0,Canada,69.0
817,33.0,4.0,57.0,Fem,False,9.0,Brazil,201.0
8934,20.0,2.0,22.0,Fem,False,3.0,Afghanistan,95.0
3414,33.0,5.0,28.0,Masc,False,2.0,Turkey,53.0
6352,36.0,4.0,28.0,Fem,False,1.0,Algeria,50.0
2341,30.0,4.0,22.0,Fem,True,4.0,Philippines,80.0
9029,24.0,3.0,42.0,Fem,False,5.0,Yemen,89.0
3167,28.0,4.0,44.0,Masc,False,4.0,Germany,267.0
1809,33.0,6.0,22.0,Masc,True,3.0,Japan,70.0
8035,38.0,7.0,42.0,Fem,False,8.0,Malaysia,130.0
1264,22.0,3.0,28.0,Fem,False,5.0,Nigeria,54.0
5086,40.0,5.0,22.0,Masc,False,4.0,Colombia,72.0
9675,36.0,7.0,42.0,Fem,False,5.0,Australia,121.0
5835,39.0,3.0,57.0,Fem,False,5.0,Kenya,156.0
5194,42.0,9.0,28.0,Masc,False,4.0,Colombia,150.0
4449,28.0,6.0,44.0,Fem,True,0.0,Burma,60.0
4945,21.0,3.0,28.0,Fem,False,4.0,South Korea,157.0
4045,46.0,5.0,44.0,Fem,False,1.0,United Kingdom,34.0
6503,52.0,5.0,22.0,Fem,False,5.0,Poland,139.0
3702,35.0,7.0,44.0,Masc,False,3.0,Thailand,42.0
1035,21.0,4.0,57.0,Masc,False,4.0,Pakistan,111.0
9256,34.0,4.0,15.5,Fem,False,5.0,Ghana,37.0
5590,24.0,8.0,44.0,Fem,False,2.0,Ukraine,60.0
1228,39.0,6.0,28.0,Fem,True,3.0,Nigeria,65.0
9999,41.0,5.0,42.0,Fem,False,2.0,Taiwan,107.0
6811,30.0,7.0,22.0,Masc,False,8.0,Uganda,118.0
5141,49.0,7.0,15.5,Fem,True,6.0,Colombia,152.0
52,39.0,5.0,15.5,Fem,True,4.0,China,105.0
9067,50.0,6.0,28.0,Masc,False,5.0,Yemen,68.0
8395,55.0,3.0,28.0,Fem,True,5.0,Saudi Arabia,97.0
159,30.0,7.0,28.0,Fem,False,1.0,China,35.0
7552,31.0,7.0,57.0,Masc,False,3.0,Morocco,81.0
1587,43.0,6.0,28.0,Fem,False,8.0,Bangladesh,145.0
1589,32.0,6.0,42.0,Fem,False,5.0,Bangladesh,41.0
9841,23.0,5.0,22.0,Masc,True,4.0,Taiwan,97.0
9328,27.0,3.0,28.0,Fem,False,7.0,Ghana,65.0
6930,48.0,6.0,42.0,Fem,False,2.0,Uganda,74.0
6596,29.0,7.0,42.0,Fem,False,2.0,Poland,80.0
6174,29.0,7.0,44.0,Masc,True,4.0,Argentina,98.0
8098,29.0,5.0,22.0,Fem,False,7.0,Malaysia,146.0
3858,48.0,7.0,10.0,Fem,False,3.0,France,65.0
9814,44.0,8.0,22.0,Fem,False,2.0,Taiwan,123.0
6691,44.0,5.0,22.0,Fem,False,4.0,Sudan,43.0
2828,31.0,6.0,42.0,Masc,False,0.0,Egypt,80.0
436,39.0,6.0,15.5,Masc,False,5.0,United States,145.0
8274,35.0,5.0,22.0,Masc,False,5.0,Saudi Arabia,119.0
8168,55.0,5.0,10.0,Masc,False,0.0,Malaysia,86.0
3878,39.0,5.0,15.5,Masc,False,8.0,France,78.0
1588,54.0,4.0,10.0,Fem,True,1.0,Bangladesh,30.0
2780,31.0,8.0,15.5,Masc,False,1.0,Ethiopia,66.0
8981,48.0,6.0,22.0,Fem,True,5.0,Afghanistan,149.0
8561,38.0,6.0,28.0,Fem,False,6.0,Venezuela,215.0
5686,31.0,4.0,44.0,Fem,True,10.0,Tanzania,73.0
3965,44.0,9.0,22.0,Fem,True,10.0,France,283.0
4727,34.0,4.0,44.0,Fem,True,5.0,South Africa,151.0
973,48.0,6.0,44.0,Masc,False,10.0,Brazil,139.0
1238,48.0,3.0,28.0,Fem,False,0.0,Nigeria,27.0
2951,26.0,7.0,22.0,Fem,False,2.0,Egypt,28.0
2342,36.0,6.0,15.5,Fem,False,6.0,Philippines,48.0
6520,23.0,6.0,44.0,Fem,False,6.0,Poland,207.0
7310,33.0,4.0,28.0,Fem,True,3.0,Iraq,35.0
6046,42.0,5.0,57.0,Fem,False,8.0,Argentina,127.0
2158,51.0,4.0,42.0,Fem,False,0.0,Mexico,83.0
9288,36.0,3.0,28.0,Fem,False,7.0,Ghana,136.0
6589,48.0,9.0,22.0,Masc,False,0.0,Poland,83.0
1497,52.0,7.0,44.0,Fem,False,4.0,Bangladesh,118.0
4545,31.0,6.0,15.5,Fem,True,10.0,Burma,72.0
6465,44.0,4.0,15.5,Fem,True,4.0,Poland,177.0
4257,28.0,6.0,22.0,Masc,False,7.0,Italy,155.0
2422,54.0,6.0,28.0,Masc,True,1.0,Vietnam,30.0
8564,23.0,7.0,10.0,Fem,False,3.0,Venezuela,45.0
5185,47.0,6.0,28.0,Fem,False,3.0,Colombia,68.0
5647,40.0,6.0,57.0,Fem,True,7.0,Tanzania,129.0
357,28.0,9.0,22.0,Masc,False,4.0,India,69.0
5242,47.0,4.0,57.0,Fem,True,7.0,Spain,296.0
8011,37.0,7.0,42.0,Masc,True,1.0,Malaysia,77.0
9240,40.0,6.0,22.0,Fem,False,10.0,Ghana,22.0
2092,44.0,6.0,15.5,Fem,False,4.0,Mexico,138.0
5409,28.0,5.0,28.0,Masc,False,4.0,Ukraine,85.0
2015,39.0,3.0,44.0,Fem,False,5.0,Mexico,55.0
9059,35.0,7.0,10.0,Fem,False,3.0,Yemen,16.0
4044,36.0,8.0,10.0,Fem,False,5.0,United Kingdom,221.0
187,27.0,7.0,57.0,Masc,True,4.0,China,159.0
6858,30.0,5.0,28.0,Fem,False,2.0,Uganda,98.0
3655,36.0,6.0,57.0,Fem,False,2.0,Thailand,85.0
3426,29.0,7.0,15.5,Masc,False,7.0,Turkey,138.0
7194,37.0,5.0,57.0,Fem,True,7.0,Canada,97.0
1381,37.0,6.0,28.0,Fem,False,5.0,Nigeria,56.0
7468,46.0,4.0,44.0,Fem,False,4.0,Morocco,137.0
413,27.0,4.0,44.0,Masc,False,3.0,United States,140.0
5037,43.0,7.0,28.0,Fem,True,3.0,Colombia,26.0
4897,39.0,5.0,10.0,Fem,False,2.0,South Korea,73.0
3336,28.0,6.0,22.0,Fem,False,5.0,Iran,125.0
3606,26.0,7.0,57.0,Fem,True,3.0,Thailand,90.0
3175,27.0,5.0,10.0,Fem,False,6.0,Germany,211.0
2241,48.0,2.0,10.0,Fem,True,7.0,Philippines,48.0
9708,31.0,6.0,57.0,Fem,True,5.0,Australia,313.0
7796,39.0,6.0,44.0,Fem,False,1.0,Peru,58.0
256,32.0,5.0,28.0,Masc,False,4.0,India,161.0
8620,40.0,4.0,22.0,Masc,False,4.0,Nepal,126.0
200,27.0,4.0,42.0,Fem,True,6.0,India,54.0
2235,45.0,8.0,15.5,Masc,True,0.0,Philippines,46.0
4743,31.0,7.0,22.0,Masc,False,1.0,South Africa,40.0
1767,37.0,4.0,28.0,Fem,True,8.0,Russia,97.0
4236,33.0,6.0,22.0,Fem,False,1.0,Italy,89.0
6729,40.0,5.0,15.5,Fem,False,8.0,Sudan,89.0
8450,28.0,5.0,28.0,Fem,False,1.0,Venezuela,96.0
7277,47.0,5.0,10.0,Masc,False,8.0,Iraq,66.0
1572,48.0,2.0,44.0,Fem,True,3.0,Bangladesh,38.0
24,39.0,5.0,15.5,Fem,True,4.0,China,118.0
3363,26.0,5.0,28.0,Fem,False,3.0,Iran,76.0
1088,33.0,2.0,22.0,Fem,False,2.0,Pakistan,21.0
4674,31.0,7.0,28.0,Fem,True,4.0,South Africa,113.0
2694,35.0,7.0,15.5,Fem,False,7.0,Ethiopia,179.0
7582,44.0,9.0,57.0,Masc,False,1.0,Morocco,47.0
3398,28.0,7.0,22.0,Fem,False,5.0,Iran,136.0
3559,41.0,4.0,15.5,Fem,True,4.0,Turkey,155.0
9156,45.0,7.0,15.5,Fem,True,0.0,Yemen,12.0
2841,42.0,6.0,22.0,Fem,False,4.0,Egypt,90.0
2311,42.0,4.0,22.0,Fem,True,2.0,Philippines,25.0
8333,41.0,7.0,22.0,Masc,False,4.0,Saudi Arabia,137.0
3234,24.0,7.0,44.0,Masc,True,5.0,Iran,209.0
4152,33.0,2.0,42.0,Fem,False,7.0,United Kingdom,121.0
1309,61.0,4.0,28.0,Fem,True,5.0,Nigeria,75.0
695,42.0,4.0,22.0,Masc,False,4.0,Indonesia,75.0
9859,27.0,5.0,28.0,Masc,False,4.0,Taiwan,135.0
3752,21.0,5.0,57.0,Fem,False,4.0,Thailand,151.0
6337,38.0,4.0,22.0,Masc,False,2.0,Algeria,25.0
1227,48.0,8.0,44.0,Masc,True,3.0,Nigeria,30.0
1999,33.0,7.0,42.0,Fem,False,2.0,Japan,121.0
276,43.0,3.0,42.0,Fem,False,0.0,India,38.0
8176,22.0,6.0,42.0,Fem,False,4.0,Malaysia,101.0
7664,32.0,5.0,44.0,Fem,False,10.0,Peru,130.0
5929,37.0,5.0,28.0,Fem,False,5.0,Kenya,138.0
2953,37.0,6.0,22.0,Fem,True,0.0,Egypt,3.0
3637,41.0,5.0,28.0,Fem,False,6.0,Thailand,112.0
3906,28.0,6.0,10.0,Fem,False,6.0,France,107.0
4778,26.0,6.0,28.0,Fem,False,8.0,South Africa,65.0
5845,31.0,6.0,44.0,Fem,False,3.0,Kenya,37.0
9698,52.0,6.0,10.0,Fem,True,2.0,Australia,160.0
4117,34.0,6.0,28.0,Fem,False,6.0,United Kingdom,156.0
7030,35.0,8.0,44.0,Masc,True,2.0,Canada,67.0
1137,30.0,5.0,10.0,Masc,True,2.0,Pakistan,14.0
2767,23.0,5.0,44.0,Fem,False,4.0,Ethiopia,179.0
2334,37.0,6.0,22.0,Masc,False,1.0,Philippines,29.0
7706,24.0,8.0,28.0,Fem,False,6.0,Peru,144.0
942,32.0,6.0,10.0,Fem,False,6.0,Brazil,56.0
7662,44.0,6.0,15.5,Fem,False,8.0,Peru,30.0
2490,36.0,8.0,22.0,Fem,False,0.0,Vietnam,24.0
9679,24.0,7.0,22.0,Fem,False,1.0,Australia,94.0
6290,45.0,10.0,15.5,Fem,False,2.0,Algeria,27.0
4935,35.0,7.0,28.0,Fem,False,7.0,South Korea,97.0
3935,42.0,6.0,10.0,Fem,True,4.0,France,186.0
6956,31.0,4.0,28.0,Masc,False,3.0,Uganda,113.0
2384,47.0,6.0,57.0,Fem,True,0.0,Philippines,75.0
115,41.0,6.0,28.0,Fem,False,6.0,China,179.0
1863,40.0,5.0,44.0,Masc,False,4.0,Japan,127.0
9976,39.0,9.0,44.0,Fem,False,4.0,Taiwan,170.0
3119,22.0,6.0,57.0,Masc,False,4.0,Germany,245.0
4258,34.0,5.0,44.0,Fem,False,2.0,Italy,68.0
6705,28.0,3.0,42.0,Fem,True,9.0,Sudan,109.0
902,35.0,6.0,44.0,Masc,False,6.0,Brazil,162.0
2819,21.0,6.0,28.0,Fem,False,4.0,Egypt,201.0
3822,47.0,6.0,44.0,Masc,True,1.0,France,193.0
8161,30.0,6.0,44.0,Masc,True,2.0,Malaysia,84.0
6890,37.0,6.0,44.0,Fem,False,2.0,Uganda,91.0
9090,18.0,6.0,22.0,Masc,True,6.0,Yemen,73.0
4699,38.0,6.0,42.0,Fem,False,2.0,South Africa,53.0
8918,44.0,3.0,22.0,Fem,False,6.0,Afghanistan,167.0
3802,33.0,6.0,42.0,Fem,False,8.0,France,274.0
6068,21.0,5.0,57.0,Fem,False,4.0,Argentina,143.0
5810,42.0,8.0,28.0,Fem,False,9.0,Kenya,197.0
3536,43.0,5.0,15.5,Fem,False,3.0,Turkey,50.0
3825,32.0,3.0,22.0,Fem,False,1.0,France,53.0
8642,25.0,9.0,15.5,Fem,False,6.0,Nepal,98.0
8608,37.0,7.0,10.0,Fem,False,1.0,Nepal,49.0
4810,40.0,10.0,57.0,Fem,False,4.0,South Korea,235.0
1946,36.0,7.0,22.0,Fem,False,5.0,Japan,233.0
8600,47.0,4.0,22.0,Fem,False,3.0,Nepal,85.0
7136,43.0,5.0,57.0,Fem,False,3.0,Canada,154.0
5335,36.0,3.0,44.0,Fem,True,4.0,Spain,292.0
3488,35.0,4.0,15.5,Fem,True,4.0,Turkey,90.0
1610,48.0,2.0,44.0,Fem,True,1.0,Russia,78.0
7461,22.0,6.0,42.0,Masc,True,7.0,Morocco,114.0
8473,41.0,3.0,28.0,Masc,False,1.0,Venezuela,44.0
4677,49.0,5.0,15.5,Masc,False,3.0,South Africa,49.0
4959,37.0,7.0,42.0,Fem,False,4.0,South Korea,313.0
5867,42.0,5.0,28.0,Fem,False,5.0,Kenya,169.0
8763,37.0,9.0,44.0,Fem,False,6.0,Nepal,200.0
4761,30.0,5.0,57.0,Masc,False,2.0,South Africa,36.0
2194,35.0,6.0,28.0,Fem,False,6.0,Mexico,138.0
8003,28.0,7.0,28.0,Fem,False,1.0,Malaysia,51.0
5701,35.0,3.0,44.0,Fem,True,6.0,Tanzania,157.0
5113,41.0,3.0,42.0,Fem,False,6.0,Colombia,79.0
557,44.0,4.0,22.0,Masc,False,2.0,United States,86.0
8065,36.0,7.0,44.0,Fem,False,8.0,Malaysia,129.0
5139,42.0,7.0,44.0,Fem,True,7.0,Colombia,140.0
1207,38.0,7.0,28.0,Masc,False,9.0,Nigeria,189.0
7033,37.0,10.0,10.0,Fem,True,0.0,Canada,71.0
7309,35.0,9.0,57.0,Masc,False,5.0,Iraq,140.0
1510,33.0,6.0,28.0,Masc,False,2.0,Bangladesh,48.0
6769,45.0,5.0,22.0,Fem,False,8.0,Sudan,49.0
3829,23.0,4.0,44.0,Masc,True,4.0,France,212.0
3732,29.0,5.0,22.0,Masc,True,6.0,Thailand,107.0
7957,37.0,6.0,22.0,Masc,False,7.0,Uzbekistan,47.0
3211,20.0,7.0,44.0,Masc,False,2.0,Iran,76.0
3630,29.0,5.0,57.0,Fem,False,3.0,Thailand,56.0
1708,20.0,5.0,57.0,Fem,False,7.0,Russia,71.0
1845,29.0,7.0,15.5,Fem,False,3.0,Japan,46.0
266,37.0,3.0,44.0,Fem,False,7.0,India,67.0
5985,42.0,6.0,22.0,Fem,False,4.0,Kenya,24.0
1140,50.0,4.0,44.0,Fem,True,10.0,Pakistan,72.0
3162,22.0,9.0,15.5,Fem,False,6.0,Germany,102.0
6207,33.0,8.0,28.0,Masc,False,0.0,Algeria,51.0
2046,44.0,5.0,28.0,Fem,False,4.0,Mexico,133.0
3730,24.0,6.0,15.5,Masc,True,6.0,Thailand,118.0
1909,44.0,8.0,57.0,Fem,False,5.0,Japan,247.0
7307,47.0,3.0,28.0,Masc,False,2.0,Iraq,92.0
2660,32.0,8.0,15.5,Masc,False,1.0,Ethiopia,114.0
656,19.0,3.0,15.5,Fem,False,4.0,Indonesia,52.0
6660,24.0,5.0,28.0,Fem,True,0.0,Sudan,31.0
1307,37.0,8.0,28.0,Masc,True,3.0,Nigeria,18.0
9429,27.0,6.0,44.0,Fem,True,3.0,Mozambique,61.0
998,39.0,6.0,42.0,Fem,False,2.0,Brazil,94.0
7432,38.0,7.0,57.0,Masc,False,3.0,Morocco,60.0
2834,31.0,6.0,44.0,Fem,False,5.0,Egypt,76.0
9178,37.0,4.0,57.0,Fem,False,3.0,Yemen,69.0
5880,33.0,4.0,44.0,Masc,False,4.0,Kenya,143.0
1237,48.0,7.0,22.0,Masc,False,3.0,Nigeria,33.0
2151,49.0,6.0,28.0,Masc,False,4.0,Mexico,149.0
7919,35.0,5.0,22.0,Fem,False,5.0,Uzbekistan,72.0
9695,29.0,6.0,44.0,Fem,False,5.0,Australia,242.0
7189,33.0,8.0,28.0,Fem,True,4.0,Canada,97.0
8303,33.0,5.0,15.5,Masc,False,1.0,Saudi Arabia,73.0
6578,40.0,5.0,28.0,Fem,True,2.0,Poland,90.0
5091,29.0,2.0,44.0,Masc,False,4.0,Colombia,160.0
2186,38.0,2.0,28.0,Fem,False,4.0,Mexico,100.0
1134,35.0,7.0,22.0,Fem,True,5.0,Pakistan,66.0
5004,36.0,5.0,28.0,Masc,False,4.0,Colombia,217.0
7974,28.0,5.0,28.0,Fem,False,3.0,Uzbekistan,90.0
1303,37.0,6.0,44.0,Fem,False,4.0,Nigeria,87.0
8468,48.0,3.0,22.0,Fem,False,2.0,Venezuela,53.0
1627,30.0,5.0,22.0,Fem,True,2.0,Russia,45.0
9281,22.0,4.0,15.5,Masc,False,4.0,Ghana,60.0
1522,37.0,6.0,28.0,Fem,True,2.0,Bangladesh,38.0
9810,33.0,8.0,57.0,Masc,True,3.0,Taiwan,146.0
358,54.0,7.0,15.5,Fem,False,5.0,India,42.0
138,33.0,5.0,28.0,Masc,True,6.0,China,81.0
299,46.0,4.0,57.0,Masc,False,3.0,India,73.0
1556,34.0,8.0,44.0,Fem,True,3.0,Bangladesh,65.0
5099,33.0,7.0,15.5,Masc,True,7.0,Colombia,128.0
382,37.0,5.0,22.0,Fem,False,2.0,India,29.0
8312,40.0,5.0,15.5,Fem,False,8.0,Saudi Arabia,99.0
6948,39.0,6.0,44.0,Fem,False,2.0,Uganda,75.0
4857,46.0,5.0,57.0,Masc,False,2.0,South Korea,72.0
3180,42.0,2.0,44.0,Fem,True,1.0,Germany,69.0
1439,38.0,7.0,44.0,Fem,False,3.0,Bangladesh,35.0
7269,28.0,9.0,42.0,Masc,False,5.0,Iraq,151.0
5673,42.0,7.0,22.0,Masc,False,2.0,Tanzania,44.0
946,33.0,6.0,42.0,Masc,False,6.0,Brazil,196.0
2390,48.0,8.0,15.5,Fem,False,2.0,Philippines,33.0
5498,20.0,6.0,10.0,Fem,True,2.0,Ukraine,15.0
7073,40.0,10.0,57.0,Fem,True,0.0,Canada,107.0
9230,37.0,10.0,42.0,Masc,True,2.0,Ghana,46.0
2721,54.0,9.0,22.0,Fem,False,9.0,Ethiopia,131.0
1932,27.0,5.0,28.0,Fem,False,3.0,Japan,118.0
7423,35.0,7.0,28.0,Fem,False,2.0,Morocco,88.0
3236,40.0,3.0,44.0,Fem,True,2.0,Iran,63.0
3140,32.0,2.0,44.0,Masc,True,1.0,Germany,132.0
4163,32.0,4.0,42.0,Masc,False,6.0,United Kingdom,226.0
8888,53.0,6.0,42.0,Fem,True,7.0,Afghanistan,97.0
3807,26.0,8.0,22.0,Fem,True,4.0,France,315.0
9479,35.0,6.0,10.0,Masc,True,6.0,Mozambique,185.0
6983,29.0,6.0,15.5,Fem,False,2.0,Uganda,60.0
8904,38.0,8.0,22.0,Fem,False,6.0,Afghanistan,165.0
9722,36.0,6.0,15.5,Fem,False,5.0,Australia,152.0
4154,31.0,7.0,15.5,Fem,False,2.0,United Kingdom,76.0
4172,33.0,5.0,57.0,Fem,False,0.0,United Kingdom,119.0
796,29.0,5.0,57.0,Fem,False,6.0,Indonesia,93.0
2416,39.0,7.0,57.0,Fem,False,5.0,Vietnam,79.0
7170,35.0,3.0,28.0,Masc,True,4.0,Canada,115.0
6139,25.0,6.0,57.0,Fem,False,9.0,Argentina,244.0
785,21.0,4.0,42.0,Masc,False,4.0,Indonesia,93.0
7067,26.0,6.0,15.5,Fem,False,4.0,Canada,182.0
3158,33.0,2.0,44.0,Fem,False,10.0,Germany,110.0
123,34.0,6.0,44.0,Fem,False,2.0,China,22.0
9457,23.0,4.0,15.5,Masc,False,0.0,Mozambique,104.0
9246,32.0,5.0,28.0,Fem,False,2.0,Ghana,58.0
2172,22.0,6.0,42.0,Fem,False,4.0,Mexico,204.0
2169,51.0,3.0,22.0,Fem,True,4.0,Mexico,172.0
6880,39.0,6.0,22.0,Fem,True,5.0,Uganda,129.0
4009,35.0,4.0,57.0,Fem,True,2.0,United Kingdom,72.0
9296,34.0,4.0,22.0,Fem,False,5.0,Ghana,59.0
4340,30.0,4.0,28.0,Fem,False,8.0,Italy,224.0
910,45.0,4.0,10.0,Fem,False,8.0,Brazil,106.0
6268,20.0,2.0,15.5,Masc,True,4.0,Algeria,64.0
7771,23.0,6.0,15.5,Masc,False,9.0,Peru,56.0
2309,42.0,5.0,22.0,Fem,False,3.0,Philippines,27.0
9658,32.0,6.0,28.0,Fem,True,2.0,Australia,116.0
3634,36.0,6.0,15.5,Fem,False,3.0,Thailand,40.0
1257,27.0,6.0,28.0,Masc,False,6.0,Nigeria,97.0
6591,33.0,3.0,22.0,Fem,False,4.0,Poland,168.0
4458,24.0,5.0,10.0,Masc,False,2.0,Burma,37.0
6133,31.0,9.0,28.0,Masc,False,1.0,Argentina,91.0
1178,27.0,6.0,22.0,Fem,True,4.0,Pakistan,66.0
4652,44.0,6.0,22.0,Fem,True,5.0,South Africa,128.0
6218,19.0,6.0,15.5,Fem,True,7.0,Algeria,43.0
3650,30.0,6.0,57.0,Fem,True,6.0,Thailand,266.0
442,43.0,6.0,44.0,Fem,False,5.0,United States,285.0
3415,45.0,9.0,15.5,Fem,True,3.0,Turkey,30.0
1399,25.0,5.0,28.0,Fem,True,3.0,Nigeria,24.0
1457,42.0,7.0,28.0,Fem,False,4.0,Bangladesh,36.0
7524,29.0,9.0,22.0,Masc,False,5.0,Morocco,56.0
5744,37.0,5.0,22.0,Fem,True,6.0,Tanzania,100.0
1054,40.0,7.0,44.0,Masc,True,5.0,Pakistan,83.0
8998,49.0,3.0,22.0,Masc,False,6.0,Afghanistan,240.0
3275,40.0,5.0,44.0,Masc,False,3.0,Iran,67.0
1463,40.0,4.0,22.0,Masc,False,3.0,Bangladesh,43.0
3699,32.0,9.0,22.0,Fem,False,7.0,Thailand,98.0
3759,39.0,4.0,22.0,Fem,False,5.0,Thailand,96.0
929,31.0,6.0,15.5,Masc,False,2.0,Brazil,56.0
5511,51.0,5.0,28.0,Fem,True,6.0,Ukraine,285.0
6468,30.0,6.0,42.0,Masc,False,6.0,Poland,214.0
8412,28.0,9.0,28.0,Masc,False,3.0,Venezuela,47.0
1829,39.0,8.0,28.0,Masc,False,5.0,Japan,97.0
2928,50.0,10.0,44.0,Masc,False,2.0,Egypt,48.0
8295,45.0,5.0,10.0,Fem,False,5.0,Saudi Arabia,165.0
6538,36.0,5.0,15.5,Masc,True,2.0,Poland,51.0
4221,23.0,7.0,42.0,Fem,False,4.0,Italy,237.0
3546,45.0,7.0,15.5,Masc,False,7.0,Turkey,94.0
5598,29.0,6.0,28.0,Fem,False,6.0,Ukraine,134.0
8937,37.0,6.0,22.0,Fem,False,4.0,Afghanistan,308.0
7318,51.0,4.0,28.0,Fem,True,4.0,Iraq,79.0
8350,27.0,8.0,44.0,Fem,False,1.0,Saudi Arabia,96.0
2011,25.0,7.0,15.5,Fem,True,3.0,Mexico,65.0
